municipalitie_id,municipalitie,municipalitie_kana,prefecture_id
1,岐阜市,ｷﾞﾌｼ,21
2,大垣市,ｵｵｶﾞｷｼ,21
3,高山市,ﾀｶﾔﾏｼ,21
4,多治見市,ﾀｼﾞﾐｼ,21
5,関市,ｾｷｼ,21
6,中津川市,ﾅｶﾂｶﾞﾜｼ,21
7,美濃市,ﾐﾉｼ,21
8,瑞浪市,ﾐｽﾞﾅﾐｼ,21
9,羽島市,ﾊｼﾏｼ,21
10,恵那市,ｴﾅｼ,21
11,美濃加茂市,ﾐﾉｶﾓｼ,21
12,土岐市,ﾄｷｼ,21
13,各務原市,ｶｶﾐｶﾞﾊﾗｼ,21
14,可児市,ｶﾆｼ,21
15,山県市,ﾔﾏｶﾞﾀｼ,21
16,瑞穂市,ﾐｽﾞﾎｼ,21
17,飛騨市,ﾋﾀﾞｼ,21
18,本巣市,ﾓﾄｽｼ,21
19,郡上市,ｸﾞｼﾞｮｳｼ,21
20,下呂市,ｹﾞﾛｼ,21
21,海津市,ｶｲﾂﾞｼ,21
22,羽島郡岐南町,ﾊｼﾏｸﾞﾝｷﾞﾅﾝﾁｮｳ,21
23,羽島郡笠松町,ﾊｼﾏｸﾞﾝｶｻﾏﾂﾁｮｳ,21
24,養老郡養老町,ﾖｳﾛｳｸﾞﾝﾖｳﾛｳﾁｮｳ,21
25,不破郡垂井町,ﾌﾜｸﾞﾝﾀﾙｲﾁｮｳ,21
26,不破郡関ケ原町,ﾌﾜｸﾞﾝｾｷｶﾞﾊﾗﾁｮｳ,21
27,安八郡神戸町,ｱﾝﾊﾟﾁｸﾞﾝｺﾞｳﾄﾞﾁｮｳ,21
28,安八郡輪之内町,ｱﾝﾊﾟﾁｸﾞﾝﾜﾉｳﾁﾁｮｳ,21
29,安八郡安八町,ｱﾝﾊﾟﾁｸﾞﾝｱﾝﾊﾟﾁﾁｮｳ,21
30,揖斐郡揖斐川町,ｲﾋﾞｸﾞﾝｲﾋﾞｶﾞﾜﾁｮｳ,21
31,揖斐郡大野町,ｲﾋﾞｸﾞﾝｵｵﾉﾁｮｳ,21
32,揖斐郡池田町,ｲﾋﾞｸﾞﾝｲｹﾀﾞﾁｮｳ,21
33,本巣郡北方町,ﾓﾄｽｸﾞﾝｷﾀｶﾞﾀﾁｮｳ,21
34,加茂郡坂祝町,ｶﾓｸﾞﾝｻｶﾎｷﾞﾁｮｳ,21
35,加茂郡富加町,ｶﾓｸﾞﾝﾄﾐｶﾁｮｳ,21
36,加茂郡川辺町,ｶﾓｸﾞﾝｶﾜﾍﾞﾁｮｳ,21
37,加茂郡七宗町,ｶﾓｸﾞﾝﾋﾁｿｳﾁｮｳ,21
38,加茂郡八百津町,ｶﾓｸﾞﾝﾔｵﾂﾁｮｳ,21
39,加茂郡白川町,ｶﾓｸﾞﾝｼﾗｶﾜﾁｮｳ,21
40,加茂郡東白川村,ｶﾓｸﾞﾝﾋｶﾞｼｼﾗｶﾜﾑﾗ,21
41,可児郡御嵩町,ｶﾆｸﾞﾝﾐﾀｹﾁｮｳ,21
42,大野郡白川村,ｵｵﾉｸﾞﾝｼﾗｶﾜﾑﾗ,21
