municipalitie_id,municipalitie,municipalitie_kana,prefecture_id
1,盛岡市,ﾓﾘｵｶｼ,3
2,宮古市,ﾐﾔｺｼ,3
3,大船渡市,ｵｵﾌﾅﾄｼ,3
4,花巻市,ﾊﾅﾏｷｼ,3
5,北上市,ｷﾀｶﾐｼ,3
6,久慈市,ｸｼﾞｼ,3
7,遠野市,ﾄｵﾉｼ,3
8,一関市,ｲﾁﾉｾｷｼ,3
9,陸前高田市,ﾘｸｾﾞﾝﾀｶﾀｼ,3
10,釜石市,ｶﾏｲｼｼ,3
11,二戸市,ﾆﾉﾍｼ,3
12,八幡平市,ﾊﾁﾏﾝﾀｲｼ,3
13,奥州市,ｵｳｼｭｳｼ,3
14,滝沢市,ﾀｷｻﾞﾜｼ,3
15,岩手郡雫石町,ｲﾜﾃｸﾞﾝｼｽﾞｸｲｼﾁｮｳ,3
16,岩手郡葛巻町,ｲﾜﾃｸﾞﾝｸｽﾞﾏｷﾏﾁ,3
17,岩手郡岩手町,ｲﾜﾃｸﾞﾝｲﾜﾃﾏﾁ,3
18,紫波郡紫波町,ｼﾜｸﾞﾝｼﾜﾁｮｳ,3
19,紫波郡矢巾町,ｼﾜｸﾞﾝﾔﾊﾊﾞﾁｮｳ,3
20,和賀郡西和賀町,ﾜｶﾞｸﾞﾝﾆｼﾜｶﾞﾏﾁ,3
21,胆沢郡金ケ崎町,ｲｻﾜｸﾞﾝｶﾈｶﾞｻｷﾁｮｳ,3
22,西磐井郡平泉町,ﾆｼｲﾜｲｸﾞﾝﾋﾗｲｽﾞﾐﾁｮｳ,3
23,気仙郡住田町,ｹｾﾝｸﾞﾝｽﾐﾀﾁｮｳ,3
24,上閉伊郡大槌町,ｶﾐﾍｲｸﾞﾝｵｵﾂﾁﾁｮｳ,3
25,下閉伊郡山田町,ｼﾓﾍｲｸﾞﾝﾔﾏﾀﾞﾏﾁ,3
26,下閉伊郡岩泉町,ｼﾓﾍｲｸﾞﾝｲﾜｲｽﾞﾐﾁｮｳ,3
27,下閉伊郡田野畑村,ｼﾓﾍｲｸﾞﾝﾀﾉﾊﾀﾑﾗ,3
28,下閉伊郡普代村,ｼﾓﾍｲｸﾞﾝﾌﾀﾞｲﾑﾗ,3
29,九戸郡軽米町,ｸﾉﾍｸﾞﾝｶﾙﾏｲﾏﾁ,3
30,九戸郡野田村,ｸﾉﾍｸﾞﾝﾉﾀﾞﾑﾗ,3
31,九戸郡九戸村,ｸﾉﾍｸﾞﾝｸﾉﾍﾑﾗ,3
32,九戸郡洋野町,ｸﾉﾍｸﾞﾝﾋﾛﾉﾁｮｳ,3
33,二戸郡一戸町,ﾆﾉﾍｸﾞﾝｲﾁﾉﾍﾏﾁ,3
