municipalitie_id,municipalitie,municipalitie_kana,prefecture_id
1,札幌市中央区,ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ,1
2,札幌市北区,ｻｯﾎﾟﾛｼｷﾀｸ,1
3,札幌市東区,ｻｯﾎﾟﾛｼﾋｶﾞｼｸ,1
4,札幌市白石区,ｻｯﾎﾟﾛｼｼﾛｲｼｸ,1
5,札幌市豊平区,ｻｯﾎﾟﾛｼﾄﾖﾋﾗｸ,1
6,札幌市南区,ｻｯﾎﾟﾛｼﾐﾅﾐｸ,1
7,札幌市西区,ｻｯﾎﾟﾛｼﾆｼｸ,1
8,札幌市厚別区,ｻｯﾎﾟﾛｼｱﾂﾍﾞﾂｸ,1
9,札幌市手稲区,ｻｯﾎﾟﾛｼﾃｲﾈｸ,1
10,札幌市清田区,ｻｯﾎﾟﾛｼｷﾖﾀｸ,1
11,函館市,ﾊｺﾀﾞﾃｼ,1
12,小樽市,ｵﾀﾙｼ,1
13,旭川市,ｱｻﾋｶﾜｼ,1
14,室蘭市,ﾑﾛﾗﾝｼ,1
15,釧路市,ｸｼﾛｼ,1
16,帯広市,ｵﾋﾞﾋﾛｼ,1
17,北見市,ｷﾀﾐｼ,1
18,夕張市,ﾕｳﾊﾞﾘｼ,1
19,岩見沢市,ｲﾜﾐｻﾞﾜｼ,1
20,網走市,ｱﾊﾞｼﾘｼ,1
21,留萌市,ﾙﾓｲｼ,1
22,苫小牧市,ﾄﾏｺﾏｲｼ,1
23,稚内市,ﾜｯｶﾅｲｼ,1
24,美唄市,ﾋﾞﾊﾞｲｼ,1
25,芦別市,ｱｼﾍﾞﾂｼ,1
26,江別市,ｴﾍﾞﾂｼ,1
27,赤平市,ｱｶﾋﾞﾗｼ,1
28,紋別市,ﾓﾝﾍﾞﾂｼ,1
29,士別市,ｼﾍﾞﾂｼ,1
30,名寄市,ﾅﾖﾛｼ,1
31,三笠市,ﾐｶｻｼ,1
32,根室市,ﾈﾑﾛｼ,1
33,千歳市,ﾁﾄｾｼ,1
34,滝川市,ﾀｷｶﾜｼ,1
35,砂川市,ｽﾅｶﾞﾜｼ,1
36,歌志内市,ｳﾀｼﾅｲｼ,1
37,深川市,ﾌｶｶﾞﾜｼ,1
38,富良野市,ﾌﾗﾉｼ,1
39,登別市,ﾉﾎﾞﾘﾍﾞﾂｼ,1
40,恵庭市,ｴﾆﾜｼ,1
41,伊達市,ﾀﾞﾃｼ,1
42,北広島市,ｷﾀﾋﾛｼﾏｼ,1
43,石狩市,ｲｼｶﾘｼ,1
44,北斗市,ﾎｸﾄｼ,1
45,石狩郡当別町,ｲｼｶﾘｸﾞﾝﾄｳﾍﾞﾂﾁｮｳ,1
46,石狩郡新篠津村,ｲｼｶﾘｸﾞﾝｼﾝｼﾉﾂﾑﾗ,1
47,松前郡松前町,ﾏﾂﾏｴｸﾞﾝﾏﾂﾏｴﾁｮｳ,1
48,松前郡福島町,ﾏﾂﾏｴｸﾞﾝﾌｸｼﾏﾁｮｳ,1
49,上磯郡知内町,ｶﾐｲｿｸﾞﾝｼﾘｳﾁﾁｮｳ,1
50,上磯郡木古内町,ｶﾐｲｿｸﾞﾝｷｺﾅｲﾁｮｳ,1
51,亀田郡七飯町,ｶﾒﾀﾞｸﾞﾝﾅﾅｴﾁｮｳ,1
52,茅部郡鹿部町,ｶﾔﾍﾞｸﾞﾝｼｶﾍﾞﾁｮｳ,1
53,茅部郡森町,ｶﾔﾍﾞｸﾞﾝﾓﾘﾏﾁ,1
54,二海郡八雲町,ﾌﾀﾐｸﾞﾝﾔｸﾓﾁｮｳ,1
55,山越郡長万部町,ﾔﾏｺｼｸﾞﾝｵｼｬﾏﾝﾍﾞﾁｮｳ,1
56,檜山郡江差町,ﾋﾔﾏｸﾞﾝｴｻｼﾁｮｳ,1
57,檜山郡上ノ国町,ﾋﾔﾏｸﾞﾝｶﾐﾉｸﾆﾁｮｳ,1
58,檜山郡厚沢部町,ﾋﾔﾏｸﾞﾝｱｯｻﾌﾞﾁｮｳ,1
59,爾志郡乙部町,ﾆｼｸﾞﾝｵﾄﾍﾞﾁｮｳ,1
60,奥尻郡奥尻町,ｵｸｼﾘｸﾞﾝｵｸｼﾘﾁｮｳ,1
61,瀬棚郡今金町,ｾﾀﾅｸﾞﾝｲﾏｶﾈﾁｮｳ,1
62,久遠郡せたな町,ｸﾄﾞｳｸﾞﾝｾﾀﾅﾁｮｳ,1
63,島牧郡島牧村,ｼﾏﾏｷｸﾞﾝｼﾏﾏｷﾑﾗ,1
64,寿都郡寿都町,ｽｯﾂｸﾞﾝｽｯﾂﾁｮｳ,1
65,寿都郡黒松内町,ｽｯﾂｸﾞﾝｸﾛﾏﾂﾅｲﾁｮｳ,1
66,磯谷郡蘭越町,ｲｿﾔｸﾞﾝﾗﾝｺｼﾁｮｳ,1
67,虻田郡ニセコ町,ｱﾌﾞﾀｸﾞﾝﾆｾｺﾁｮｳ,1
68,虻田郡真狩村,ｱﾌﾞﾀｸﾞﾝﾏｯｶﾘﾑﾗ,1
69,虻田郡留寿都村,ｱﾌﾞﾀｸﾞﾝﾙｽﾂﾑﾗ,1
70,虻田郡喜茂別町,ｱﾌﾞﾀｸﾞﾝｷﾓﾍﾞﾂﾁｮｳ,1
71,虻田郡京極町,ｱﾌﾞﾀｸﾞﾝｷｮｳｺﾞｸﾁｮｳ,1
72,虻田郡倶知安町,ｱﾌﾞﾀｸﾞﾝｸｯﾁｬﾝﾁｮｳ,1
73,岩内郡共和町,ｲﾜﾅｲｸﾞﾝｷｮｳﾜﾁｮｳ,1
74,岩内郡岩内町,ｲﾜﾅｲｸﾞﾝｲﾜﾅｲﾁｮｳ,1
75,古宇郡泊村,ﾌﾙｳｸﾞﾝﾄﾏﾘﾑﾗ,1
76,古宇郡神恵内村,ﾌﾙｳｸﾞﾝｶﾓｴﾅｲﾑﾗ,1
77,積丹郡積丹町,ｼｬｺﾀﾝｸﾞﾝｼｬｺﾀﾝﾁｮｳ,1
78,古平郡古平町,ﾌﾙﾋﾞﾗｸﾞﾝﾌﾙﾋﾞﾗﾁｮｳ,1
79,余市郡仁木町,ﾖｲﾁｸﾞﾝﾆｷﾁｮｳ,1
80,余市郡余市町,ﾖｲﾁｸﾞﾝﾖｲﾁﾁｮｳ,1
81,余市郡赤井川村,ﾖｲﾁｸﾞﾝｱｶｲｶﾞﾜﾑﾗ,1
82,空知郡南幌町,ｿﾗﾁｸﾞﾝﾅﾝﾎﾟﾛﾁｮｳ,1
83,空知郡奈井江町,ｿﾗﾁｸﾞﾝﾅｲｴﾁｮｳ,1
84,空知郡上砂川町,ｿﾗﾁｸﾞﾝｶﾐｽﾅｶﾞﾜﾁｮｳ,1
85,夕張郡由仁町,ﾕｳﾊﾞﾘｸﾞﾝﾕﾆﾁｮｳ,1
86,夕張郡長沼町,ﾕｳﾊﾞﾘｸﾞﾝﾅｶﾞﾇﾏﾁｮｳ,1
87,夕張郡栗山町,ﾕｳﾊﾞﾘｸﾞﾝｸﾘﾔﾏﾁｮｳ,1
88,樺戸郡月形町,ｶﾊﾞﾄｸﾞﾝﾂｷｶﾞﾀﾁｮｳ,1
89,樺戸郡浦臼町,ｶﾊﾞﾄｸﾞﾝｳﾗｳｽﾁｮｳ,1
90,樺戸郡新十津川町,ｶﾊﾞﾄｸﾞﾝｼﾝﾄﾂｶﾜﾁｮｳ,1
91,雨竜郡妹背牛町,ｳﾘｭｳｸﾞﾝﾓｾｳｼﾁｮｳ,1
92,雨竜郡秩父別町,ｳﾘｭｳｸﾞﾝﾁｯﾌﾟﾍﾞﾂﾁｮｳ,1
93,雨竜郡雨竜町,ｳﾘｭｳｸﾞﾝｳﾘｭｳﾁｮｳ,1
94,雨竜郡北竜町,ｳﾘｭｳｸﾞﾝﾎｸﾘｭｳﾁｮｳ,1
95,雨竜郡沼田町,ｳﾘｭｳｸﾞﾝﾇﾏﾀﾁｮｳ,1
96,上川郡鷹栖町,ｶﾐｶﾜｸﾞﾝﾀｶｽﾁｮｳ,1
97,上川郡東神楽町,ｶﾐｶﾜｸﾞﾝﾋｶﾞｼｶｸﾞﾗﾁｮｳ,1
98,上川郡当麻町,ｶﾐｶﾜｸﾞﾝﾄｳﾏﾁｮｳ,1
99,上川郡比布町,ｶﾐｶﾜｸﾞﾝﾋﾟｯﾌﾟﾁｮｳ,1
100,上川郡愛別町,ｶﾐｶﾜｸﾞﾝｱｲﾍﾞﾂﾁｮｳ,1
101,上川郡上川町,ｶﾐｶﾜｸﾞﾝｶﾐｶﾜﾁｮｳ,1
102,上川郡東川町,ｶﾐｶﾜｸﾞﾝﾋｶﾞｼｶﾜﾁｮｳ,1
103,上川郡美瑛町,ｶﾐｶﾜｸﾞﾝﾋﾞｴｲﾁｮｳ,1
104,空知郡上富良野町,ｿﾗﾁｸﾞﾝｶﾐﾌﾗﾉﾁｮｳ,1
105,空知郡中富良野町,ｿﾗﾁｸﾞﾝﾅｶﾌﾗﾉﾁｮｳ,1
106,空知郡南富良野町,ｿﾗﾁｸﾞﾝﾐﾅﾐﾌﾗﾉﾁｮｳ,1
107,勇払郡占冠村,ﾕｳﾌﾂｸﾞﾝｼﾑｶｯﾌﾟﾑﾗ,1
108,上川郡和寒町,ｶﾐｶﾜｸﾞﾝﾜｯｻﾑﾁｮｳ,1
109,上川郡剣淵町,ｶﾐｶﾜｸﾞﾝｹﾝﾌﾞﾁﾁｮｳ,1
110,上川郡下川町,ｶﾐｶﾜｸﾞﾝｼﾓｶﾜﾁｮｳ,1
111,中川郡美深町,ﾅｶｶﾞﾜｸﾞﾝﾋﾞﾌｶﾁｮｳ,1
112,中川郡音威子府村,ﾅｶｶﾞﾜｸﾞﾝｵﾄｲﾈｯﾌﾟﾑﾗ,1
113,中川郡中川町,ﾅｶｶﾞﾜｸﾞﾝﾅｶｶﾞﾜﾁｮｳ,1
114,雨竜郡幌加内町,ｳﾘｭｳｸﾞﾝﾎﾛｶﾅｲﾁｮｳ,1
115,増毛郡増毛町,ﾏｼｹｸﾞﾝﾏｼｹﾁｮｳ,1
116,留萌郡小平町,ﾙﾓｲｸﾞﾝｵﾋﾞﾗﾁｮｳ,1
117,苫前郡苫前町,ﾄﾏﾏｴｸﾞﾝﾄﾏﾏｴﾁｮｳ,1
118,苫前郡羽幌町,ﾄﾏﾏｴｸﾞﾝﾊﾎﾞﾛﾁｮｳ,1
119,苫前郡初山別村,ﾄﾏﾏｴｸﾞﾝｼｮｻﾝﾍﾞﾂﾑﾗ,1
120,天塩郡遠別町,ﾃｼｵｸﾞﾝｴﾝﾍﾞﾂﾁｮｳ,1
121,天塩郡天塩町,ﾃｼｵｸﾞﾝﾃｼｵﾁｮｳ,1
122,宗谷郡猿払村,ｿｳﾔｸﾞﾝｻﾙﾌﾂﾑﾗ,1
123,枝幸郡浜頓別町,ｴｻｼｸﾞﾝﾊﾏﾄﾝﾍﾞﾂﾁｮｳ,1
124,枝幸郡中頓別町,ｴｻｼｸﾞﾝﾅｶﾄﾝﾍﾞﾂﾁｮｳ,1
125,枝幸郡枝幸町,ｴｻｼｸﾞﾝｴｻｼﾁｮｳ,1
126,天塩郡豊富町,ﾃｼｵｸﾞﾝﾄﾖﾄﾐﾁｮｳ,1
127,礼文郡礼文町,ﾚﾌﾞﾝｸﾞﾝﾚﾌﾞﾝﾁｮｳ,1
128,利尻郡利尻町,ﾘｼﾘｸﾞﾝﾘｼﾘﾁｮｳ,1
129,利尻郡利尻富士町,ﾘｼﾘｸﾞﾝﾘｼﾘﾌｼﾞﾁｮｳ,1
130,天塩郡幌延町,ﾃｼｵｸﾞﾝﾎﾛﾉﾍﾞﾁｮｳ,1
131,網走郡美幌町,ｱﾊﾞｼﾘｸﾞﾝﾋﾞﾎﾛﾁｮｳ,1
132,網走郡津別町,ｱﾊﾞｼﾘｸﾞﾝﾂﾍﾞﾂﾁｮｳ,1
133,斜里郡斜里町,ｼｬﾘｸﾞﾝｼｬﾘﾁｮｳ,1
134,斜里郡清里町,ｼｬﾘｸﾞﾝｷﾖｻﾄﾁｮｳ,1
135,斜里郡小清水町,ｼｬﾘｸﾞﾝｺｼﾐｽﾞﾁｮｳ,1
136,常呂郡訓子府町,ﾄｺﾛｸﾞﾝｸﾝﾈｯﾌﾟﾁｮｳ,1
137,常呂郡置戸町,ﾄｺﾛｸﾞﾝｵｹﾄﾁｮｳ,1
138,常呂郡佐呂間町,ﾄｺﾛｸﾞﾝｻﾛﾏﾁｮｳ,1
139,紋別郡遠軽町,ﾓﾝﾍﾞﾂｸﾞﾝｴﾝｶﾞﾙﾁｮｳ,1
140,紋別郡湧別町,ﾓﾝﾍﾞﾂｸﾞﾝﾕｳﾍﾞﾂﾁｮｳ,1
141,紋別郡滝上町,ﾓﾝﾍﾞﾂｸﾞﾝﾀｷﾉｳｴﾁｮｳ,1
142,紋別郡興部町,ﾓﾝﾍﾞﾂｸﾞﾝｵｺｯﾍﾟﾁｮｳ,1
143,紋別郡西興部村,ﾓﾝﾍﾞﾂｸﾞﾝﾆｼｵｺｯﾍﾟﾑﾗ,1
144,紋別郡雄武町,ﾓﾝﾍﾞﾂｸﾞﾝｵｳﾑﾁｮｳ,1
145,網走郡大空町,ｱﾊﾞｼﾘｸﾞﾝｵｵｿﾞﾗﾁｮｳ,1
146,虻田郡豊浦町,ｱﾌﾞﾀｸﾞﾝﾄﾖｳﾗﾁｮｳ,1
147,有珠郡壮瞥町,ｳｽｸﾞﾝｿｳﾍﾞﾂﾁｮｳ,1
148,白老郡白老町,ｼﾗｵｲｸﾞﾝｼﾗｵｲﾁｮｳ,1
149,勇払郡厚真町,ﾕｳﾌﾂｸﾞﾝｱﾂﾏﾁｮｳ,1
150,虻田郡洞爺湖町,ｱﾌﾞﾀｸﾞﾝﾄｳﾔｺﾁｮｳ,1
151,勇払郡安平町,ﾕｳﾌﾂｸﾞﾝｱﾋﾞﾗﾁｮｳ,1
152,勇払郡むかわ町,ﾕｳﾌﾂｸﾞﾝﾑｶﾜﾁｮｳ,1
153,沙流郡日高町,ｻﾙｸﾞﾝﾋﾀﾞｶﾁｮｳ,1
154,沙流郡平取町,ｻﾙｸﾞﾝﾋﾞﾗﾄﾘﾁｮｳ,1
155,新冠郡新冠町,ﾆｲｶｯﾌﾟｸﾞﾝﾆｲｶｯﾌﾟﾁｮｳ,1
156,浦河郡浦河町,ｳﾗｶﾜｸﾞﾝｳﾗｶﾜﾁｮｳ,1
157,様似郡様似町,ｻﾏﾆｸﾞﾝｻﾏﾆﾁｮｳ,1
158,幌泉郡えりも町,ﾎﾛｲｽﾞﾐｸﾞﾝｴﾘﾓﾁｮｳ,1
159,日高郡新ひだか町,ﾋﾀﾞｶｸﾞﾝｼﾝﾋﾀﾞｶﾁｮｳ,1
160,河東郡音更町,ｶﾄｳｸﾞﾝｵﾄﾌｹﾁｮｳ,1
161,河東郡士幌町,ｶﾄｳｸﾞﾝｼﾎﾛﾁｮｳ,1
162,河東郡上士幌町,ｶﾄｳｸﾞﾝｶﾐｼﾎﾛﾁｮｳ,1
163,河東郡鹿追町,ｶﾄｳｸﾞﾝｼｶｵｲﾁｮｳ,1
164,上川郡新得町,ｶﾐｶﾜｸﾞﾝｼﾝﾄｸﾁｮｳ,1
165,上川郡清水町,ｶﾐｶﾜｸﾞﾝｼﾐｽﾞﾁｮｳ,1
166,河西郡芽室町,ｶｻｲｸﾞﾝﾒﾑﾛﾁｮｳ,1
167,河西郡中札内村,ｶｻｲｸﾞﾝﾅｶｻﾂﾅｲﾑﾗ,1
168,河西郡更別村,ｶｻｲｸﾞﾝｻﾗﾍﾞﾂﾑﾗ,1
169,広尾郡大樹町,ﾋﾛｵｸﾞﾝﾀｲｷﾁｮｳ,1
170,広尾郡広尾町,ﾋﾛｵｸﾞﾝﾋﾛｵﾁｮｳ,1
171,中川郡幕別町,ﾅｶｶﾞﾜｸﾞﾝﾏｸﾍﾞﾂﾁｮｳ,1
172,中川郡池田町,ﾅｶｶﾞﾜｸﾞﾝｲｹﾀﾞﾁｮｳ,1
173,中川郡豊頃町,ﾅｶｶﾞﾜｸﾞﾝﾄﾖｺﾛﾁｮｳ,1
174,中川郡本別町,ﾅｶｶﾞﾜｸﾞﾝﾎﾝﾍﾞﾂﾁｮｳ,1
175,足寄郡足寄町,ｱｼｮﾛｸﾞﾝｱｼｮﾛﾁｮｳ,1
176,足寄郡陸別町,ｱｼｮﾛｸﾞﾝﾘｸﾍﾞﾂﾁｮｳ,1
177,十勝郡浦幌町,ﾄｶﾁｸﾞﾝｳﾗﾎﾛﾁｮｳ,1
178,釧路郡釧路町,ｸｼﾛｸﾞﾝｸｼﾛﾁｮｳ,1
179,厚岸郡厚岸町,ｱｯｹｼｸﾞﾝｱｯｹｼﾁｮｳ,1
