municipalitie_id,municipalitie,municipalitie_kana,prefecture_id
1,横浜市鶴見区,ﾖｺﾊﾏｼﾂﾙﾐｸ,14
2,横浜市神奈川区,ﾖｺﾊﾏｼｶﾅｶﾞﾜｸ,14
3,横浜市西区,ﾖｺﾊﾏｼﾆｼｸ,14
4,横浜市中区,ﾖｺﾊﾏｼﾅｶｸ,14
5,横浜市南区,ﾖｺﾊﾏｼﾐﾅﾐｸ,14
6,横浜市保土ケ谷区,ﾖｺﾊﾏｼﾎﾄﾞｶﾞﾔｸ,14
7,横浜市磯子区,ﾖｺﾊﾏｼｲｿｺﾞｸ,14
8,横浜市金沢区,ﾖｺﾊﾏｼｶﾅｻﾞﾜｸ,14
9,横浜市港北区,ﾖｺﾊﾏｼｺｳﾎｸｸ,14
10,横浜市戸塚区,ﾖｺﾊﾏｼﾄﾂｶｸ,14
11,横浜市港南区,ﾖｺﾊﾏｼｺｳﾅﾝｸ,14
12,横浜市旭区,ﾖｺﾊﾏｼｱｻﾋｸ,14
13,横浜市緑区,ﾖｺﾊﾏｼﾐﾄﾞﾘｸ,14
14,横浜市瀬谷区,ﾖｺﾊﾏｼｾﾔｸ,14
15,横浜市栄区,ﾖｺﾊﾏｼｻｶｴｸ,14
16,横浜市泉区,ﾖｺﾊﾏｼｲｽﾞﾐｸ,14
17,横浜市青葉区,ﾖｺﾊﾏｼｱｵﾊﾞｸ,14
18,横浜市都筑区,ﾖｺﾊﾏｼﾂﾂﾞｷｸ,14
19,川崎市川崎区,ｶﾜｻｷｼｶﾜｻｷｸ,14
20,川崎市幸区,ｶﾜｻｷｼｻｲﾜｲｸ,14
21,川崎市中原区,ｶﾜｻｷｼﾅｶﾊﾗｸ,14
22,川崎市高津区,ｶﾜｻｷｼﾀｶﾂｸ,14
23,川崎市多摩区,ｶﾜｻｷｼﾀﾏｸ,14
24,川崎市宮前区,ｶﾜｻｷｼﾐﾔﾏｴｸ,14
25,川崎市麻生区,ｶﾜｻｷｼｱｻｵｸ,14
26,相模原市緑区,ｻｶﾞﾐﾊﾗｼﾐﾄﾞﾘｸ,14
27,相模原市中央区,ｻｶﾞﾐﾊﾗｼﾁｭｳｵｳｸ,14
28,相模原市南区,ｻｶﾞﾐﾊﾗｼﾐﾅﾐｸ,14
29,横須賀市,ﾖｺｽｶｼ,14
30,平塚市,ﾋﾗﾂｶｼ,14
31,鎌倉市,ｶﾏｸﾗｼ,14
32,藤沢市,ﾌｼﾞｻﾜｼ,14
33,小田原市,ｵﾀﾞﾜﾗｼ,14
34,茅ヶ崎市,ﾁｶﾞｻｷｼ,14
35,逗子市,ｽﾞｼｼ,14
36,三浦市,ﾐｳﾗｼ,14
37,秦野市,ﾊﾀﾞﾉｼ,14
38,厚木市,ｱﾂｷﾞｼ,14
39,大和市,ﾔﾏﾄｼ,14
40,伊勢原市,ｲｾﾊﾗｼ,14
41,海老名市,ｴﾋﾞﾅｼ,14
42,座間市,ｻﾞﾏｼ,14
43,南足柄市,ﾐﾅﾐｱｼｶﾞﾗｼ,14
44,綾瀬市,ｱﾔｾｼ,14
45,三浦郡葉山町,ﾐｳﾗｸﾞﾝﾊﾔﾏﾏﾁ,14
46,高座郡寒川町,ｺｳｻﾞｸﾞﾝｻﾑｶﾜﾏﾁ,14
47,中郡大磯町,ﾅｶｸﾞﾝｵｵｲｿﾏﾁ,14
48,中郡二宮町,ﾅｶｸﾞﾝﾆﾉﾐﾔﾏﾁ,14
49,足柄上郡中井町,ｱｼｶﾞﾗｶﾐｸﾞﾝﾅｶｲﾏﾁ,14
50,足柄上郡大井町,ｱｼｶﾞﾗｶﾐｸﾞﾝｵｵｲﾏﾁ,14
51,足柄上郡松田町,ｱｼｶﾞﾗｶﾐｸﾞﾝﾏﾂﾀﾞﾏﾁ,14
52,足柄上郡山北町,ｱｼｶﾞﾗｶﾐｸﾞﾝﾔﾏｷﾀﾏﾁ,14
53,足柄上郡開成町,ｱｼｶﾞﾗｶﾐｸﾞﾝｶｲｾｲﾏﾁ,14
54,足柄下郡箱根町,ｱｼｶﾞﾗｼﾓｸﾞﾝﾊｺﾈﾏﾁ,14
55,足柄下郡真鶴町,ｱｼｶﾞﾗｼﾓｸﾞﾝﾏﾅﾂﾞﾙﾏﾁ,14
56,足柄下郡湯河原町,ｱｼｶﾞﾗｼﾓｸﾞﾝﾕｶﾞﾜﾗﾏﾁ,14
57,愛甲郡愛川町,ｱｲｺｳｸﾞﾝｱｲｶﾜﾏﾁ,14
58,愛甲郡清川村,ｱｲｺｳｸﾞﾝｷﾖｶﾜﾑﾗ,14
