municipalitie_id,municipalitie,municipalitie_kana,prefecture_id
1,那覇市,ﾅﾊｼ,47
2,宜野湾市,ｷﾞﾉﾜﾝｼ,47
3,石垣市,ｲｼｶﾞｷｼ,47
4,浦添市,ｳﾗｿｴｼ,47
5,名護市,ﾅｺﾞｼ,47
6,糸満市,ｲﾄﾏﾝｼ,47
7,沖縄市,ｵｷﾅﾜｼ,47
8,豊見城市,ﾄﾐｸﾞｽｸｼ,47
9,うるま市,ｳﾙﾏｼ,47
10,宮古島市,ﾐﾔｺｼﾞﾏｼ,47
11,南城市,ﾅﾝｼﾞｮｳｼ,47
12,国頭郡国頭村,ｸﾆｶﾞﾐｸﾞﾝｸﾆｶﾞﾐｿﾝ,47
13,国頭郡大宜味村,ｸﾆｶﾞﾐｸﾞﾝｵｵｷﾞﾐｿﾝ,47
14,国頭郡東村,ｸﾆｶﾞﾐｸﾞﾝﾋｶﾞｼｿﾝ,47
15,国頭郡今帰仁村,ｸﾆｶﾞﾐｸﾞﾝﾅｷｼﾞﾝｿﾝ,47
16,国頭郡本部町,ｸﾆｶﾞﾐｸﾞﾝﾓﾄﾌﾞﾁｮｳ,47
17,国頭郡恩納村,ｸﾆｶﾞﾐｸﾞﾝｵﾝﾅｿﾝ,47
18,国頭郡宜野座村,ｸﾆｶﾞﾐｸﾞﾝｷﾞﾉｻﾞｿﾝ,47
19,国頭郡金武町,ｸﾆｶﾞﾐｸﾞﾝｷﾝﾁｮｳ,47
20,国頭郡伊江村,ｸﾆｶﾞﾐｸﾞﾝｲｴｿﾝ,47
21,中頭郡読谷村,ﾅｶｶﾞﾐｸﾞﾝﾖﾐﾀﾝｿﾝ,47
22,中頭郡嘉手納町,ﾅｶｶﾞﾐｸﾞﾝｶﾃﾞﾅﾁｮｳ,47
23,中頭郡北谷町,ﾅｶｶﾞﾐｸﾞﾝﾁｬﾀﾝﾁｮｳ,47
24,中頭郡北中城村,ﾅｶｶﾞﾐｸﾞﾝｷﾀﾅｶｸﾞｽｸｿﾝ,47
25,中頭郡中城村,ﾅｶｶﾞﾐｸﾞﾝﾅｶｸﾞｽｸｿﾝ,47
26,中頭郡西原町,ﾅｶｶﾞﾐｸﾞﾝﾆｼﾊﾗﾁｮｳ,47
27,島尻郡与那原町,ｼﾏｼﾞﾘｸﾞﾝﾖﾅﾊﾞﾙﾁｮｳ,47
28,島尻郡南風原町,ｼﾏｼﾞﾘｸﾞﾝﾊｴﾊﾞﾙﾁｮｳ,47
29,島尻郡渡嘉敷村,ｼﾏｼﾞﾘｸﾞﾝﾄｶｼｷｿﾝ,47
30,島尻郡座間味村,ｼﾏｼﾞﾘｸﾞﾝｻﾞﾏﾐｿﾝ,47
31,島尻郡粟国村,ｼﾏｼﾞﾘｸﾞﾝｱｸﾞﾆｿﾝ,47
32,島尻郡渡名喜村,ｼﾏｼﾞﾘｸﾞﾝﾄﾅｷｿﾝ,47
33,島尻郡南大東村,ｼﾏｼﾞﾘｸﾞﾝﾐﾅﾐﾀﾞｲﾄｳｿﾝ,47
34,島尻郡北大東村,ｼﾏｼﾞﾘｸﾞﾝｷﾀﾀﾞｲﾄｳｿﾝ,47
35,島尻郡伊平屋村,ｼﾏｼﾞﾘｸﾞﾝｲﾍﾔｿﾝ,47
36,島尻郡伊是名村,ｼﾏｼﾞﾘｸﾞﾝｲｾﾞﾅｿﾝ,47
37,島尻郡久米島町,ｼﾏｼﾞﾘｸﾞﾝｸﾒｼﾞﾏﾁｮｳ,47
38,島尻郡八重瀬町,ｼﾏｼﾞﾘｸﾞﾝﾔｴｾﾁｮｳ,47
39,宮古郡多良間村,ﾐﾔｺｸﾞﾝﾀﾗﾏｿﾝ,47
40,八重山郡竹富町,ﾔｴﾔﾏｸﾞﾝﾀｹﾄﾐﾁｮｳ,47
41,八重山郡与那国町,ﾔｴﾔﾏｸﾞﾝﾖﾅｸﾞﾆﾁｮｳ,47
