municipalitie_id,municipalitie,municipalitie_kana,prefecture_id
1,大阪市都島区,ｵｵｻｶｼﾐﾔｺｼﾞﾏｸ,27
2,大阪市福島区,ｵｵｻｶｼﾌｸｼﾏｸ,27
3,大阪市此花区,ｵｵｻｶｼｺﾉﾊﾅｸ,27
4,大阪市西区,ｵｵｻｶｼﾆｼｸ,27
5,大阪市港区,ｵｵｻｶｼﾐﾅﾄｸ,27
6,大阪市大正区,ｵｵｻｶｼﾀｲｼｮｳｸ,27
7,大阪市天王寺区,ｵｵｻｶｼﾃﾝﾉｳｼﾞｸ,27
8,大阪市浪速区,ｵｵｻｶｼﾅﾆﾜｸ,27
9,大阪市西淀川区,ｵｵｻｶｼﾆｼﾖﾄﾞｶﾞﾜｸ,27
10,大阪市東淀川区,ｵｵｻｶｼﾋｶﾞｼﾖﾄﾞｶﾞﾜｸ,27
11,大阪市東成区,ｵｵｻｶｼﾋｶﾞｼﾅﾘｸ,27
12,大阪市生野区,ｵｵｻｶｼｲｸﾉｸ,27
13,大阪市旭区,ｵｵｻｶｼｱｻﾋｸ,27
14,大阪市城東区,ｵｵｻｶｼｼﾞｮｳﾄｳｸ,27
15,大阪市阿倍野区,ｵｵｻｶｼｱﾍﾞﾉｸ,27
16,大阪市住吉区,ｵｵｻｶｼｽﾐﾖｼｸ,27
17,大阪市東住吉区,ｵｵｻｶｼﾋｶﾞｼｽﾐﾖｼｸ,27
18,大阪市西成区,ｵｵｻｶｼﾆｼﾅﾘｸ,27
19,大阪市淀川区,ｵｵｻｶｼﾖﾄﾞｶﾞﾜｸ,27
20,大阪市鶴見区,ｵｵｻｶｼﾂﾙﾐｸ,27
21,大阪市住之江区,ｵｵｻｶｼｽﾐﾉｴｸ,27
22,大阪市平野区,ｵｵｻｶｼﾋﾗﾉｸ,27
23,大阪市北区,ｵｵｻｶｼｷﾀｸ,27
24,大阪市中央区,ｵｵｻｶｼﾁｭｳｵｳｸ,27
25,堺市堺区,ｻｶｲｼｻｶｲｸ,27
26,堺市中区,ｻｶｲｼﾅｶｸ,27
27,堺市東区,ｻｶｲｼﾋｶﾞｼｸ,27
28,堺市西区,ｻｶｲｼﾆｼｸ,27
29,堺市南区,ｻｶｲｼﾐﾅﾐｸ,27
30,堺市北区,ｻｶｲｼｷﾀｸ,27
31,堺市美原区,ｻｶｲｼﾐﾊﾗｸ,27
32,岸和田市,ｷｼﾜﾀﾞｼ,27
33,豊中市,ﾄﾖﾅｶｼ,27
34,池田市,ｲｹﾀﾞｼ,27
35,吹田市,ｽｲﾀｼ,27
36,泉大津市,ｲｽﾞﾐｵｵﾂｼ,27
37,高槻市,ﾀｶﾂｷｼ,27
38,貝塚市,ｶｲﾂﾞｶｼ,27
39,守口市,ﾓﾘｸﾞﾁｼ,27
40,枚方市,ﾋﾗｶﾀｼ,27
41,茨木市,ｲﾊﾞﾗｷｼ,27
42,八尾市,ﾔｵｼ,27
43,泉佐野市,ｲｽﾞﾐｻﾉｼ,27
44,富田林市,ﾄﾝﾀﾞﾊﾞﾔｼｼ,27
45,寝屋川市,ﾈﾔｶﾞﾜｼ,27
46,河内長野市,ｶﾜﾁﾅｶﾞﾉｼ,27
47,松原市,ﾏﾂﾊﾞﾗｼ,27
48,大東市,ﾀﾞｲﾄｳｼ,27
49,和泉市,ｲｽﾞﾐｼ,27
50,箕面市,ﾐﾉｵｼ,27
51,柏原市,ｶｼﾜﾗｼ,27
52,羽曳野市,ﾊﾋﾞｷﾉｼ,27
53,門真市,ｶﾄﾞﾏｼ,27
54,摂津市,ｾｯﾂｼ,27
55,高石市,ﾀｶｲｼｼ,27
56,藤井寺市,ﾌｼﾞｲﾃﾞﾗｼ,27
57,東大阪市,ﾋｶﾞｼｵｵｻｶｼ,27
58,泉南市,ｾﾝﾅﾝｼ,27
59,四條畷市,ｼｼﾞｮｳﾅﾜﾃｼ,27
60,交野市,ｶﾀﾉｼ,27
61,大阪狭山市,ｵｵｻｶｻﾔﾏｼ,27
62,阪南市,ﾊﾝﾅﾝｼ,27
63,三島郡島本町,ﾐｼﾏｸﾞﾝｼﾏﾓﾄﾁｮｳ,27
64,豊能郡豊能町,ﾄﾖﾉｸﾞﾝﾄﾖﾉﾁｮｳ,27
65,豊能郡能勢町,ﾄﾖﾉｸﾞﾝﾉｾﾁｮｳ,27
66,泉北郡忠岡町,ｾﾝﾎﾞｸｸﾞﾝﾀﾀﾞｵｶﾁｮｳ,27
67,泉南郡熊取町,ｾﾝﾅﾝｸﾞﾝｸﾏﾄﾘﾁｮｳ,27
68,泉南郡田尻町,ｾﾝﾅﾝｸﾞﾝﾀｼﾞﾘﾁｮｳ,27
69,泉南郡岬町,ｾﾝﾅﾝｸﾞﾝﾐｻｷﾁｮｳ,27
70,南河内郡太子町,ﾐﾅﾐｶﾜﾁｸﾞﾝﾀｲｼﾁｮｳ,27
71,南河内郡河南町,ﾐﾅﾐｶﾜﾁｸﾞﾝｶﾅﾝﾁｮｳ,27
72,南河内郡千早赤阪村,ﾐﾅﾐｶﾜﾁｸﾞﾝﾁﾊﾔｱｶｻｶﾑﾗ,27
