municipalitie_id,municipalitie,municipalitie_kana,prefecture_id
1,さいたま市西区,ｻｲﾀﾏｼﾆｼｸ,11
2,さいたま市北区,ｻｲﾀﾏｼｷﾀｸ,11
3,さいたま市大宮区,ｻｲﾀﾏｼｵｵﾐﾔｸ,11
4,さいたま市見沼区,ｻｲﾀﾏｼﾐﾇﾏｸ,11
5,さいたま市中央区,ｻｲﾀﾏｼﾁｭｳｵｳｸ,11
6,さいたま市桜区,ｻｲﾀﾏｼｻｸﾗｸ,11
7,さいたま市浦和区,ｻｲﾀﾏｼｳﾗﾜｸ,11
8,さいたま市南区,ｻｲﾀﾏｼﾐﾅﾐｸ,11
9,さいたま市緑区,ｻｲﾀﾏｼﾐﾄﾞﾘｸ,11
10,さいたま市岩槻区,ｻｲﾀﾏｼｲﾜﾂｷｸ,11
11,川越市,ｶﾜｺﾞｴｼ,11
12,熊谷市,ｸﾏｶﾞﾔｼ,11
13,川口市,ｶﾜｸﾞﾁｼ,11
14,行田市,ｷﾞｮｳﾀﾞｼ,11
15,秩父市,ﾁﾁﾌﾞｼ,11
16,所沢市,ﾄｺﾛｻﾞﾜｼ,11
17,飯能市,ﾊﾝﾉｳｼ,11
18,加須市,ｶｿﾞｼ,11
19,本庄市,ﾎﾝｼﾞｮｳｼ,11
20,東松山市,ﾋｶﾞｼﾏﾂﾔﾏｼ,11
21,春日部市,ｶｽｶﾍﾞｼ,11
22,狭山市,ｻﾔﾏｼ,11
23,羽生市,ﾊﾆｭｳｼ,11
24,鴻巣市,ｺｳﾉｽｼ,11
25,深谷市,ﾌｶﾔｼ,11
26,上尾市,ｱｹﾞｵｼ,11
27,草加市,ｿｳｶｼ,11
28,越谷市,ｺｼｶﾞﾔｼ,11
29,蕨市,ﾜﾗﾋﾞｼ,11
30,戸田市,ﾄﾀﾞｼ,11
31,入間市,ｲﾙﾏｼ,11
32,朝霞市,ｱｻｶｼ,11
33,志木市,ｼｷｼ,11
34,和光市,ﾜｺｳｼ,11
35,新座市,ﾆｲｻﾞｼ,11
36,桶川市,ｵｹｶﾞﾜｼ,11
37,久喜市,ｸｷｼ,11
38,北本市,ｷﾀﾓﾄｼ,11
39,八潮市,ﾔｼｵｼ,11
40,富士見市,ﾌｼﾞﾐｼ,11
41,三郷市,ﾐｻﾄｼ,11
42,蓮田市,ﾊｽﾀﾞｼ,11
43,坂戸市,ｻｶﾄﾞｼ,11
44,幸手市,ｻｯﾃｼ,11
45,鶴ヶ島市,ﾂﾙｶﾞｼﾏｼ,11
46,日高市,ﾋﾀﾞｶｼ,11
47,吉川市,ﾖｼｶﾜｼ,11
48,ふじみ野市,ﾌｼﾞﾐﾉｼ,11
49,白岡市,ｼﾗｵｶｼ,11
50,北足立郡伊奈町,ｷﾀｱﾀﾞﾁｸﾞﾝｲﾅﾏﾁ,11
51,入間郡三芳町,ｲﾙﾏｸﾞﾝﾐﾖｼﾏﾁ,11
52,入間郡毛呂山町,ｲﾙﾏｸﾞﾝﾓﾛﾔﾏﾏﾁ,11
53,入間郡越生町,ｲﾙﾏｸﾞﾝｵｺﾞｾﾏﾁ,11
54,比企郡滑川町,ﾋｷｸﾞﾝﾅﾒｶﾞﾜﾏﾁ,11
55,比企郡嵐山町,ﾋｷｸﾞﾝﾗﾝｻﾞﾝﾏﾁ,11
56,比企郡小川町,ﾋｷｸﾞﾝｵｶﾞﾜﾏﾁ,11
57,比企郡川島町,ﾋｷｸﾞﾝｶﾜｼﾞﾏﾏﾁ,11
58,比企郡吉見町,ﾋｷｸﾞﾝﾖｼﾐﾏﾁ,11
59,比企郡鳩山町,ﾋｷｸﾞﾝﾊﾄﾔﾏﾏﾁ,11
60,比企郡ときがわ町,ﾋｷｸﾞﾝﾄｷｶﾞﾜﾏﾁ,11
61,秩父郡横瀬町,ﾁﾁﾌﾞｸﾞﾝﾖｺｾﾞﾏﾁ,11
62,秩父郡皆野町,ﾁﾁﾌﾞｸﾞﾝﾐﾅﾉﾏﾁ,11
63,秩父郡長瀞町,ﾁﾁﾌﾞｸﾞﾝﾅｶﾞﾄﾛﾏﾁ,11
64,秩父郡小鹿野町,ﾁﾁﾌﾞｸﾞﾝｵｶﾞﾉﾏﾁ,11
65,秩父郡東秩父村,ﾁﾁﾌﾞｸﾞﾝﾋｶﾞｼﾁﾁﾌﾞﾑﾗ,11
66,児玉郡美里町,ｺﾀﾞﾏｸﾞﾝﾐｻﾄﾏﾁ,11
67,児玉郡神川町,ｺﾀﾞﾏｸﾞﾝｶﾐｶﾜﾏﾁ,11
68,児玉郡上里町,ｺﾀﾞﾏｸﾞﾝｶﾐｻﾄﾏﾁ,11
69,大里郡寄居町,ｵｵｻﾄｸﾞﾝﾖﾘｲﾏﾁ,11
70,南埼玉郡宮代町,ﾐﾅﾐｻｲﾀﾏｸﾞﾝﾐﾔｼﾛﾏﾁ,11
71,北葛飾郡杉戸町,ｷﾀｶﾂｼｶｸﾞﾝｽｷﾞﾄﾏﾁ,11
72,北葛飾郡松伏町,ｷﾀｶﾂｼｶｸﾞﾝﾏﾂﾌﾞｼﾏﾁ,11
