municipalitie_id,municipalitie,municipalitie_kana,prefecture_id
1,秋田市,ｱｷﾀｼ,5
2,能代市,ﾉｼﾛｼ,5
3,横手市,ﾖｺﾃｼ,5
4,大館市,ｵｵﾀﾞﾃｼ,5
5,男鹿市,ｵｶﾞｼ,5
6,湯沢市,ﾕｻﾞﾜｼ,5
7,鹿角市,ｶﾂﾞﾉｼ,5
8,由利本荘市,ﾕﾘﾎﾝｼﾞｮｳｼ,5
9,潟上市,ｶﾀｶﾞﾐｼ,5
10,大仙市,ﾀﾞｲｾﾝｼ,5
11,北秋田市,ｷﾀｱｷﾀｼ,5
12,にかほ市,ﾆｶﾎｼ,5
13,仙北市,ｾﾝﾎﾞｸｼ,5
14,鹿角郡小坂町,ｶﾂﾞﾉｸﾞﾝｺｻｶﾏﾁ,5
15,北秋田郡上小阿仁村,ｷﾀｱｷﾀｸﾞﾝｶﾐｺｱﾆﾑﾗ,5
16,山本郡藤里町,ﾔﾏﾓﾄｸﾞﾝﾌｼﾞｻﾄﾏﾁ,5
17,山本郡三種町,ﾔﾏﾓﾄｸﾞﾝﾐﾀﾈﾁｮｳ,5
18,山本郡八峰町,ﾔﾏﾓﾄｸﾞﾝﾊｯﾎﾟｳﾁｮｳ,5
19,南秋田郡五城目町,ﾐﾅﾐｱｷﾀｸﾞﾝｺﾞｼﾞｮｳﾒﾏﾁ,5
20,南秋田郡八郎潟町,ﾐﾅﾐｱｷﾀｸﾞﾝﾊﾁﾛｳｶﾞﾀﾏﾁ,5
21,南秋田郡井川町,ﾐﾅﾐｱｷﾀｸﾞﾝｲｶﾜﾏﾁ,5
22,南秋田郡大潟村,ﾐﾅﾐｱｷﾀｸﾞﾝｵｵｶﾞﾀﾑﾗ,5
23,仙北郡美郷町,ｾﾝﾎﾞｸｸﾞﾝﾐｻﾄﾁｮｳ,5
24,雄勝郡羽後町,ｵｶﾞﾁｸﾞﾝｳｺﾞﾏﾁ,5
25,雄勝郡東成瀬村,ｵｶﾞﾁｸﾞﾝﾋｶﾞｼﾅﾙｾﾑﾗ,5
