municipalitie_id,municipalitie,municipalitie_kana,prefecture_id
1,鳥取市,ﾄｯﾄﾘｼ,31
2,米子市,ﾖﾅｺﾞｼ,31
3,倉吉市,ｸﾗﾖｼｼ,31
4,境港市,ｻｶｲﾐﾅﾄｼ,31
5,岩美郡岩美町,ｲﾜﾐｸﾞﾝｲﾜﾐﾁｮｳ,31
6,八頭郡若桜町,ﾔｽﾞｸﾞﾝﾜｶｻﾁｮｳ,31
7,八頭郡智頭町,ﾔｽﾞｸﾞﾝﾁﾂﾞﾁｮｳ,31
8,八頭郡八頭町,ﾔｽﾞｸﾞﾝﾔｽﾞﾁｮｳ,31
9,東伯郡三朝町,ﾄｳﾊｸｸﾞﾝﾐｻｻﾁｮｳ,31
10,東伯郡湯梨浜町,ﾄｳﾊｸｸﾞﾝﾕﾘﾊﾏﾁｮｳ,31
11,東伯郡琴浦町,ﾄｳﾊｸｸﾞﾝｺﾄｳﾗﾁｮｳ,31
12,東伯郡北栄町,ﾄｳﾊｸｸﾞﾝﾎｸｴｲﾁｮｳ,31
13,西伯郡日吉津村,ｻｲﾊｸｸﾞﾝﾋｴﾂﾞｿﾝ,31
14,西伯郡大山町,ｻｲﾊｸｸﾞﾝﾀﾞｲｾﾝﾁｮｳ,31
15,西伯郡南部町,ｻｲﾊｸｸﾞﾝﾅﾝﾌﾞﾁｮｳ,31
16,西伯郡伯耆町,ｻｲﾊｸｸﾞﾝﾎｳｷﾁｮｳ,31
17,日野郡日南町,ﾋﾉｸﾞﾝﾆﾁﾅﾝﾁｮｳ,31
18,日野郡日野町,ﾋﾉｸﾞﾝﾋﾉﾁｮｳ,31
19,日野郡江府町,ﾋﾉｸﾞﾝｺｳﾌﾁｮｳ,31
