municipalitie_id,municipalitie,municipalitie_kana,prefecture_id
1,長野市,ﾅｶﾞﾉｼ,20
2,松本市,ﾏﾂﾓﾄｼ,20
3,上田市,ｳｴﾀﾞｼ,20
4,岡谷市,ｵｶﾔｼ,20
5,飯田市,ｲｲﾀﾞｼ,20
6,諏訪市,ｽﾜｼ,20
7,須坂市,ｽｻﾞｶｼ,20
8,小諸市,ｺﾓﾛｼ,20
9,伊那市,ｲﾅｼ,20
10,駒ヶ根市,ｺﾏｶﾞﾈｼ,20
11,中野市,ﾅｶﾉｼ,20
12,大町市,ｵｵﾏﾁｼ,20
13,飯山市,ｲｲﾔﾏｼ,20
14,茅野市,ﾁﾉｼ,20
15,塩尻市,ｼｵｼﾞﾘｼ,20
16,佐久市,ｻｸｼ,20
17,千曲市,ﾁｸﾏｼ,20
18,東御市,ﾄｳﾐｼ,20
19,安曇野市,ｱﾂﾞﾐﾉｼ,20
20,南佐久郡小海町,ﾐﾅﾐｻｸｸﾞﾝｺｳﾐﾏﾁ,20
21,南佐久郡川上村,ﾐﾅﾐｻｸｸﾞﾝｶﾜｶﾐﾑﾗ,20
22,南佐久郡南牧村,ﾐﾅﾐｻｸｸﾞﾝﾐﾅﾐﾏｷﾑﾗ,20
23,南佐久郡南相木村,ﾐﾅﾐｻｸｸﾞﾝﾐﾅﾐｱｲｷﾑﾗ,20
24,南佐久郡北相木村,ﾐﾅﾐｻｸｸﾞﾝｷﾀｱｲｷﾑﾗ,20
25,南佐久郡佐久穂町,ﾐﾅﾐｻｸｸﾞﾝｻｸﾎﾏﾁ,20
26,北佐久郡軽井沢町,ｷﾀｻｸｸﾞﾝｶﾙｲｻﾞﾜﾏﾁ,20
27,北佐久郡御代田町,ｷﾀｻｸｸﾞﾝﾐﾖﾀﾏﾁ,20
28,北佐久郡立科町,ｷﾀｻｸｸﾞﾝﾀﾃｼﾅﾏﾁ,20
29,小県郡青木村,ﾁｲｻｶﾞﾀｸﾞﾝｱｵｷﾑﾗ,20
30,小県郡長和町,ﾁｲｻｶﾞﾀｸﾞﾝﾅｶﾞﾜﾏﾁ,20
31,諏訪郡下諏訪町,ｽﾜｸﾞﾝｼﾓｽﾜﾏﾁ,20
32,諏訪郡富士見町,ｽﾜｸﾞﾝﾌｼﾞﾐﾏﾁ,20
33,諏訪郡原村,ｽﾜｸﾞﾝﾊﾗﾑﾗ,20
34,上伊那郡辰野町,ｶﾐｲﾅｸﾞﾝﾀﾂﾉﾏﾁ,20
35,上伊那郡箕輪町,ｶﾐｲﾅｸﾞﾝﾐﾉﾜﾏﾁ,20
36,上伊那郡飯島町,ｶﾐｲﾅｸﾞﾝｲｲｼﾞﾏﾏﾁ,20
37,上伊那郡南箕輪村,ｶﾐｲﾅｸﾞﾝﾐﾅﾐﾐﾉﾜﾑﾗ,20
38,上伊那郡中川村,ｶﾐｲﾅｸﾞﾝﾅｶｶﾞﾜﾑﾗ,20
39,上伊那郡宮田村,ｶﾐｲﾅｸﾞﾝﾐﾔﾀﾞﾑﾗ,20
40,下伊那郡松川町,ｼﾓｲﾅｸﾞﾝﾏﾂｶﾜﾏﾁ,20
41,下伊那郡高森町,ｼﾓｲﾅｸﾞﾝﾀｶﾓﾘﾏﾁ,20
42,下伊那郡阿南町,ｼﾓｲﾅｸﾞﾝｱﾅﾝﾁｮｳ,20
43,下伊那郡阿智村,ｼﾓｲﾅｸﾞﾝｱﾁﾑﾗ,20
44,下伊那郡平谷村,ｼﾓｲﾅｸﾞﾝﾋﾗﾔﾑﾗ,20
45,下伊那郡根羽村,ｼﾓｲﾅｸﾞﾝﾈﾊﾞﾑﾗ,20
46,下伊那郡下條村,ｼﾓｲﾅｸﾞﾝｼﾓｼﾞｮｳﾑﾗ,20
47,下伊那郡売木村,ｼﾓｲﾅｸﾞﾝｳﾙｷﾞﾑﾗ,20
48,下伊那郡天龍村,ｼﾓｲﾅｸﾞﾝﾃﾝﾘｭｳﾑﾗ,20
49,下伊那郡泰阜村,ｼﾓｲﾅｸﾞﾝﾔｽｵｶﾑﾗ,20
50,下伊那郡喬木村,ｼﾓｲﾅｸﾞﾝﾀｶｷﾞﾑﾗ,20
51,下伊那郡豊丘村,ｼﾓｲﾅｸﾞﾝﾄﾖｵｶﾑﾗ,20
52,下伊那郡大鹿村,ｼﾓｲﾅｸﾞﾝｵｵｼｶﾑﾗ,20
53,木曽郡上松町,ｷｿｸﾞﾝｱｹﾞﾏﾂﾏﾁ,20
54,木曽郡南木曽町,ｷｿｸﾞﾝﾅｷﾞｿﾏﾁ,20
55,木曽郡木祖村,ｷｿｸﾞﾝｷｿﾑﾗ,20
56,木曽郡王滝村,ｷｿｸﾞﾝｵｳﾀｷﾑﾗ,20
57,木曽郡大桑村,ｷｿｸﾞﾝｵｵｸﾜﾑﾗ,20
