municipalitie_id,municipalitie,municipalitie_kana,prefecture_id
1,長崎市,ﾅｶﾞｻｷｼ,42
2,佐世保市,ｻｾﾎﾞｼ,42
3,島原市,ｼﾏﾊﾞﾗｼ,42
4,諫早市,ｲｻﾊﾔｼ,42
5,大村市,ｵｵﾑﾗｼ,42
6,平戸市,ﾋﾗﾄﾞｼ,42
7,松浦市,ﾏﾂｳﾗｼ,42
8,対馬市,ﾂｼﾏｼ,42
9,壱岐市,ｲｷｼ,42
10,五島市,ｺﾞﾄｳｼ,42
11,西海市,ｻｲｶｲｼ,42
12,雲仙市,ｳﾝｾﾞﾝｼ,42
13,南島原市,ﾐﾅﾐｼﾏﾊﾞﾗｼ,42
14,西彼杵郡長与町,ﾆｼｿﾉｷﾞｸﾞﾝﾅｶﾞﾖﾁｮｳ,42
15,西彼杵郡時津町,ﾆｼｿﾉｷﾞｸﾞﾝﾄｷﾞﾂﾁｮｳ,42
16,東彼杵郡東彼杵町,ﾋｶﾞｼｿﾉｷﾞｸﾞﾝﾋｶﾞｼｿﾉｷﾞﾁｮｳ,42
17,東彼杵郡川棚町,ﾋｶﾞｼｿﾉｷﾞｸﾞﾝｶﾜﾀﾅﾁｮｳ,42
18,東彼杵郡波佐見町,ﾋｶﾞｼｿﾉｷﾞｸﾞﾝﾊｻﾐﾁｮｳ,42
19,北松浦郡小値賀町,ｷﾀﾏﾂｳﾗｸﾞﾝｵﾁﾞｶﾁｮｳ,42
20,北松浦郡佐々町,ｷﾀﾏﾂｳﾗｸﾞﾝｻｻﾞﾁｮｳ,42
21,南松浦郡新上五島町,ﾐﾅﾐﾏﾂｳﾗｸﾞﾝｼﾝｶﾐｺﾞﾄｳﾁｮｳ,42
