municipalitie_id,municipalitie,municipalitie_kana,prefecture_id
1,宇都宮市,ｳﾂﾉﾐﾔｼ,9
2,足利市,ｱｼｶｶﾞｼ,9
3,栃木市,ﾄﾁｷﾞｼ,9
4,佐野市,ｻﾉｼ,9
5,鹿沼市,ｶﾇﾏｼ,9
6,日光市,ﾆｯｺｳｼ,9
7,小山市,ｵﾔﾏｼ,9
8,真岡市,ﾓｵｶｼ,9
9,大田原市,ｵｵﾀﾜﾗｼ,9
10,矢板市,ﾔｲﾀｼ,9
11,那須塩原市,ﾅｽｼｵﾊﾞﾗｼ,9
12,さくら市,ｻｸﾗｼ,9
13,那須烏山市,ﾅｽｶﾗｽﾔﾏｼ,9
14,下野市,ｼﾓﾂｹｼ,9
15,河内郡上三川町,ｶﾜﾁｸﾞﾝｶﾐﾉｶﾜﾏﾁ,9
16,芳賀郡益子町,ﾊｶﾞｸﾞﾝﾏｼｺﾏﾁ,9
17,芳賀郡茂木町,ﾊｶﾞｸﾞﾝﾓﾃｷﾞﾏﾁ,9
18,芳賀郡市貝町,ﾊｶﾞｸﾞﾝｲﾁｶｲﾏﾁ,9
19,芳賀郡芳賀町,ﾊｶﾞｸﾞﾝﾊｶﾞﾏﾁ,9
20,下都賀郡壬生町,ｼﾓﾂｶﾞｸﾞﾝﾐﾌﾞﾏﾁ,9
21,下都賀郡野木町,ｼﾓﾂｶﾞｸﾞﾝﾉｷﾞﾏﾁ,9
22,塩谷郡塩谷町,ｼｵﾔｸﾞﾝｼｵﾔﾏﾁ,9
23,塩谷郡高根沢町,ｼｵﾔｸﾞﾝﾀｶﾈｻﾞﾜﾏﾁ,9
24,那須郡那須町,ﾅｽｸﾞﾝﾅｽﾏﾁ,9
25,那須郡那珂川町,ﾅｽｸﾞﾝﾅｶｶﾞﾜﾏﾁ,9
