municipalitie_id,municipalitie,municipalitie_kana,prefecture_id
1,前橋市,ﾏｴﾊﾞｼｼ,10
2,高崎市,ﾀｶｻｷｼ,10
3,桐生市,ｷﾘｭｳｼ,10
4,伊勢崎市,ｲｾｻｷｼ,10
5,太田市,ｵｵﾀｼ,10
6,沼田市,ﾇﾏﾀｼ,10
7,館林市,ﾀﾃﾊﾞﾔｼｼ,10
8,渋川市,ｼﾌﾞｶﾜｼ,10
9,藤岡市,ﾌｼﾞｵｶｼ,10
10,富岡市,ﾄﾐｵｶｼ,10
11,安中市,ｱﾝﾅｶｼ,10
12,みどり市,ﾐﾄﾞﾘｼ,10
13,北群馬郡榛東村,ｷﾀｸﾞﾝﾏｸﾞﾝｼﾝﾄｳﾑﾗ,10
14,北群馬郡吉岡町,ｷﾀｸﾞﾝﾏｸﾞﾝﾖｼｵｶﾏﾁ,10
15,多野郡上野村,ﾀﾉｸﾞﾝｳｴﾉﾑﾗ,10
16,多野郡神流町,ﾀﾉｸﾞﾝｶﾝﾅﾏﾁ,10
17,甘楽郡下仁田町,ｶﾝﾗｸﾞﾝｼﾓﾆﾀﾏﾁ,10
18,甘楽郡南牧村,ｶﾝﾗｸﾞﾝﾅﾝﾓｸﾑﾗ,10
19,甘楽郡甘楽町,ｶﾝﾗｸﾞﾝｶﾝﾗﾏﾁ,10
20,吾妻郡中之条町,ｱｶﾞﾂﾏｸﾞﾝﾅｶﾉｼﾞｮｳﾏﾁ,10
21,吾妻郡長野原町,ｱｶﾞﾂﾏｸﾞﾝﾅｶﾞﾉﾊﾗﾏﾁ,10
22,吾妻郡嬬恋村,ｱｶﾞﾂﾏｸﾞﾝﾂﾏｺﾞｲﾑﾗ,10
23,吾妻郡草津町,ｱｶﾞﾂﾏｸﾞﾝｸｻﾂﾏﾁ,10
24,吾妻郡高山村,ｱｶﾞﾂﾏｸﾞﾝﾀｶﾔﾏﾑﾗ,10
25,吾妻郡東吾妻町,ｱｶﾞﾂﾏｸﾞﾝﾋｶﾞｼｱｶﾞﾂﾏﾏﾁ,10
26,利根郡片品村,ﾄﾈｸﾞﾝｶﾀｼﾅﾑﾗ,10
27,利根郡川場村,ﾄﾈｸﾞﾝｶﾜﾊﾞﾑﾗ,10
28,利根郡昭和村,ﾄﾈｸﾞﾝｼｮｳﾜﾑﾗ,10
29,利根郡みなかみ町,ﾄﾈｸﾞﾝﾐﾅｶﾐﾏﾁ,10
30,佐波郡玉村町,ｻﾜｸﾞﾝﾀﾏﾑﾗﾏﾁ,10
31,邑楽郡板倉町,ｵｳﾗｸﾞﾝｲﾀｸﾗﾏﾁ,10
32,邑楽郡明和町,ｵｳﾗｸﾞﾝﾒｲﾜﾏﾁ,10
33,邑楽郡千代田町,ｵｳﾗｸﾞﾝﾁﾖﾀﾞﾏﾁ,10
34,邑楽郡大泉町,ｵｳﾗｸﾞﾝｵｵｲｽﾞﾐﾏﾁ,10
35,邑楽郡邑楽町,ｵｳﾗｸﾞﾝｵｳﾗﾏﾁ,10
