municipalitie_id,municipalitie,municipalitie_kana,prefecture_id
1,熊本市中央区,ｸﾏﾓﾄｼﾁｭｳｵｳｸ,43
2,熊本市東区,ｸﾏﾓﾄｼﾋｶﾞｼｸ,43
3,熊本市西区,ｸﾏﾓﾄｼﾆｼｸ,43
4,熊本市南区,ｸﾏﾓﾄｼﾐﾅﾐｸ,43
5,熊本市北区,ｸﾏﾓﾄｼｷﾀｸ,43
6,八代市,ﾔﾂｼﾛｼ,43
7,人吉市,ﾋﾄﾖｼｼ,43
8,荒尾市,ｱﾗｵｼ,43
9,水俣市,ﾐﾅﾏﾀｼ,43
10,玉名市,ﾀﾏﾅｼ,43
11,山鹿市,ﾔﾏｶﾞｼ,43
12,菊池市,ｷｸﾁｼ,43
13,宇土市,ｳﾄｼ,43
14,上天草市,ｶﾐｱﾏｸｻｼ,43
15,宇城市,ｳｷｼ,43
16,阿蘇市,ｱｿｼ,43
17,天草市,ｱﾏｸｻｼ,43
18,合志市,ｺｳｼｼ,43
19,下益城郡美里町,ｼﾓﾏｼｷｸﾞﾝﾐｻﾄﾏﾁ,43
20,玉名郡玉東町,ﾀﾏﾅｸﾞﾝｷﾞｮｸﾄｳﾏﾁ,43
21,玉名郡南関町,ﾀﾏﾅｸﾞﾝﾅﾝｶﾝﾏﾁ,43
22,玉名郡長洲町,ﾀﾏﾅｸﾞﾝﾅｶﾞｽﾏﾁ,43
23,玉名郡和水町,ﾀﾏﾅｸﾞﾝﾅｺﾞﾐﾏﾁ,43
24,菊池郡大津町,ｷｸﾁｸﾞﾝｵｵﾂﾞﾏﾁ,43
25,菊池郡菊陽町,ｷｸﾁｸﾞﾝｷｸﾖｳﾏﾁ,43
26,阿蘇郡南小国町,ｱｿｸﾞﾝﾐﾅﾐｵｸﾞﾆﾏﾁ,43
27,阿蘇郡小国町,ｱｿｸﾞﾝｵｸﾞﾆﾏﾁ,43
28,阿蘇郡産山村,ｱｿｸﾞﾝｳﾌﾞﾔﾏﾑﾗ,43
29,阿蘇郡高森町,ｱｿｸﾞﾝﾀｶﾓﾘﾏﾁ,43
30,阿蘇郡西原村,ｱｿｸﾞﾝﾆｼﾊﾗﾑﾗ,43
31,阿蘇郡南阿蘇村,ｱｿｸﾞﾝﾐﾅﾐｱｿﾑﾗ,43
32,上益城郡御船町,ｶﾐﾏｼｷｸﾞﾝﾐﾌﾈﾏﾁ,43
33,上益城郡嘉島町,ｶﾐﾏｼｷｸﾞﾝｶｼﾏﾏﾁ,43
34,上益城郡益城町,ｶﾐﾏｼｷｸﾞﾝﾏｼｷﾏﾁ,43
35,上益城郡甲佐町,ｶﾐﾏｼｷｸﾞﾝｺｳｻﾏﾁ,43
36,上益城郡山都町,ｶﾐﾏｼｷｸﾞﾝﾔﾏﾄﾁｮｳ,43
37,八代郡氷川町,ﾔﾂｼﾛｸﾞﾝﾋｶﾜﾁｮｳ,43
38,葦北郡芦北町,ｱｼｷﾀｸﾞﾝｱｼｷﾀﾏﾁ,43
39,葦北郡津奈木町,ｱｼｷﾀｸﾞﾝﾂﾅｷﾞﾏﾁ,43
40,球磨郡錦町,ｸﾏｸﾞﾝﾆｼｷﾏﾁ,43
41,球磨郡多良木町,ｸﾏｸﾞﾝﾀﾗｷﾞﾏﾁ,43
42,球磨郡湯前町,ｸﾏｸﾞﾝﾕﾉﾏｴﾏﾁ,43
43,球磨郡水上村,ｸﾏｸﾞﾝﾐｽﾞｶﾐﾑﾗ,43
44,球磨郡相良村,ｸﾏｸﾞﾝｻｶﾞﾗﾑﾗ,43
45,球磨郡五木村,ｸﾏｸﾞﾝｲﾂｷﾑﾗ,43
46,球磨郡山江村,ｸﾏｸﾞﾝﾔﾏｴﾑﾗ,43
47,球磨郡球磨村,ｸﾏｸﾞﾝｸﾏﾑﾗ,43
48,球磨郡あさぎり町,ｸﾏｸﾞﾝｱｻｷﾞﾘﾁｮｳ,43
49,天草郡苓北町,ｱﾏｸｻｸﾞﾝﾚｲﾎｸﾏﾁ,43
