municipalitie_id,municipalitie,municipalitie_kana,prefecture_id
1,岡山市北区,ｵｶﾔﾏｼｷﾀｸ,33
2,岡山市中区,ｵｶﾔﾏｼﾅｶｸ,33
3,岡山市東区,ｵｶﾔﾏｼﾋｶﾞｼｸ,33
4,岡山市南区,ｵｶﾔﾏｼﾐﾅﾐｸ,33
5,倉敷市,ｸﾗｼｷｼ,33
6,津山市,ﾂﾔﾏｼ,33
7,玉野市,ﾀﾏﾉｼ,33
8,笠岡市,ｶｻｵｶｼ,33
9,井原市,ｲﾊﾞﾗｼ,33
10,総社市,ｿｳｼﾞｬｼ,33
11,高梁市,ﾀｶﾊｼｼ,33
12,新見市,ﾆｲﾐｼ,33
13,備前市,ﾋﾞｾﾞﾝｼ,33
14,瀬戸内市,ｾﾄｳﾁｼ,33
15,赤磐市,ｱｶｲﾜｼ,33
16,真庭市,ﾏﾆﾜｼ,33
17,美作市,ﾐﾏｻｶｼ,33
18,浅口市,ｱｻｸﾁｼ,33
19,和気郡和気町,ﾜｹｸﾞﾝﾜｹﾁｮｳ,33
20,都窪郡早島町,ﾂｸﾎﾞｸﾞﾝﾊﾔｼﾏﾁｮｳ,33
21,浅口郡里庄町,ｱｻｸﾁｸﾞﾝｻﾄｼｮｳﾁｮｳ,33
22,小田郡矢掛町,ｵﾀﾞｸﾞﾝﾔｶｹﾞﾁｮｳ,33
23,真庭郡新庄村,ﾏﾆﾜｸﾞﾝｼﾝｼﾞｮｳｿﾝ,33
24,苫田郡鏡野町,ﾄﾏﾀｸﾞﾝｶｶﾞﾐﾉﾁｮｳ,33
25,勝田郡勝央町,ｶﾂﾀｸﾞﾝｼｮｳｵｳﾁｮｳ,33
26,勝田郡奈義町,ｶﾂﾀｸﾞﾝﾅｷﾞﾁｮｳ,33
27,英田郡西粟倉村,ｱｲﾀﾞｸﾞﾝﾆｼｱﾜｸﾗｿﾝ,33
28,久米郡久米南町,ｸﾒｸﾞﾝｸﾒﾅﾝﾁｮｳ,33
29,久米郡美咲町,ｸﾒｸﾞﾝﾐｻｷﾁｮｳ,33
30,加賀郡吉備中央町,ｶｶﾞｸﾞﾝｷﾋﾞﾁｭｳｵｳﾁｮｳ,33
