municipalitie_id,municipalitie,municipalitie_kana,prefecture_id
1,広島市中区,ﾋﾛｼﾏｼﾅｶｸ,34
2,広島市東区,ﾋﾛｼﾏｼﾋｶﾞｼｸ,34
3,広島市南区,ﾋﾛｼﾏｼﾐﾅﾐｸ,34
4,広島市西区,ﾋﾛｼﾏｼﾆｼｸ,34
5,広島市安佐南区,ﾋﾛｼﾏｼｱｻﾐﾅﾐｸ,34
6,広島市安佐北区,ﾋﾛｼﾏｼｱｻｷﾀｸ,34
7,広島市安芸区,ﾋﾛｼﾏｼｱｷｸ,34
8,広島市佐伯区,ﾋﾛｼﾏｼｻｴｷｸ,34
9,呉市,ｸﾚｼ,34
10,竹原市,ﾀｹﾊﾗｼ,34
11,三原市,ﾐﾊﾗｼ,34
12,尾道市,ｵﾉﾐﾁｼ,34
13,福山市,ﾌｸﾔﾏｼ,34
14,府中市,ﾌﾁｭｳｼ,34
15,三次市,ﾐﾖｼｼ,34
16,庄原市,ｼｮｳﾊﾞﾗｼ,34
17,大竹市,ｵｵﾀｹｼ,34
18,東広島市,ﾋｶﾞｼﾋﾛｼﾏｼ,34
19,廿日市市,ﾊﾂｶｲﾁｼ,34
20,安芸高田市,ｱｷﾀｶﾀｼ,34
21,江田島市,ｴﾀｼﾞﾏｼ,34
22,安芸郡府中町,ｱｷｸﾞﾝﾌﾁｭｳﾁｮｳ,34
23,安芸郡海田町,ｱｷｸﾞﾝｶｲﾀﾁｮｳ,34
24,安芸郡熊野町,ｱｷｸﾞﾝｸﾏﾉﾁｮｳ,34
25,安芸郡坂町,ｱｷｸﾞﾝｻｶﾁｮｳ,34
26,山県郡安芸太田町,ﾔﾏｶﾞﾀｸﾞﾝｱｷｵｵﾀﾁｮｳ,34
27,山県郡北広島町,ﾔﾏｶﾞﾀｸﾞﾝｷﾀﾋﾛｼﾏﾁｮｳ,34
28,豊田郡大崎上島町,ﾄﾖﾀｸﾞﾝｵｵｻｷｶﾐｼﾞﾏﾁｮｳ,34
29,世羅郡世羅町,ｾﾗｸﾞﾝｾﾗﾁｮｳ,34
30,神石郡神石高原町,ｼﾞﾝｾｷｸﾞﾝｼﾞﾝｾｷｺｳｹﾞﾝﾁｮｳ,34
